,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20
Gene_12,-0.01678475628104467,-0.15351549839074932,0.34376528245486015,0.5789830100091006,-0.07442633120983042,-0.04677561042299776,0.7292968238099025,0.11191614097870664,-0.031422839546478024,0.12232948258901058,-0.18256154848918274,0.08003644432636098,0.23767195126741622,-0.41128214619721165,-0.256379588323044,-0.16448549044573998,-0.16745874184133433,0.03222084845989095,-0.2075739521586748,-0.44971972127412435
Gene_13,0.16841343890191343,0.07755211473602733,0.03066242478351322,0.8753864120594996,-0.2714494887169412,-0.3130788096423006,0.705386019352231,0.3885629575384598,-0.016018352370054584,0.2884371149286454,-0.1414746624131216,-0.3191698003682434,0.0877495931085555,-0.7094164156997618,-0.3224514030703596,-0.19809773507271952,-0.4689487754588294,0.029997031447983463,-0.18982093180123838,-0.5364360209613823
Gene_14,-0.015429833209916505,0.007258151947027065,0.2432998756519523,0.3555203218481816,-0.16445367354066537,-0.023831099613226894,0.18414697635275262,-0.051262336129438424,-0.2845311600309728,0.12007858273341994,-0.07684379472413776,0.15535231731883337,0.24412060611021413,-0.6059717793900248,-0.5212785913344476,-0.36919213169985354,-0.3075519632988051,0.036542471994554494,-0.20786351058874536,-0.5891372991110521
Gene_15,0.25288354875160424,0.2650684922491602,0.17255453173883623,0.5372513013421959,0.06778278592522172,-0.1504851814619214,0.5185823410143008,0.2327488989022316,-0.12130709607071927,0.008166056304696079,-0.13412327299195012,-0.040119267821987104,0.3628174030288186,-0.382129908180298,-0.08683885825159854,-0.3221557713499017,-0.12938520875619147,0.1309426009262525,0.16555336398717124,-0.5853507674716177
Gene_16,-0.01893012253278545,-0.16135781944015984,-0.23047258343175364,0.35175795258625536,-0.2220725447277404,-0.04016232978951263,0.5421150398076493,0.6054645865890499,0.049242451856724434,0.04738728194330877,-0.3187082421134103,-0.0413350917697759,-0.1914579599343182,-0.2076923202264686,-0.28158732560965244,-0.26252138919323276,-0.6464762419185026,0.36504867461166474,-0.2953151917068868,-0.17612784800589507
Gene_17,-0.16987128585550368,-0.16135429494210998,0.19535530137384438,0.466305075675356,-0.16025910671284954,0.054328899384745596,0.26023975877569855,0.20175452174161393,-0.11678318943810584,0.2656557798875392,0.0032976677740392812,-0.3646473444386509,-0.23423415267731423,-0.31844870901763755,-0.4510125473579915,-0.3183835660836025,0.006381059004177514,0.11740912663715389,-0.03654778584359794,-0.41018741411856563
Gene_18,0.5611638308797672,0.30958887813728553,0.14451373173439305,0.6512231471132787,0.05882917750002872,0.2034852244217156,0.28077915253619656,0.3674407107455605,0.07084258158943196,-0.18897988420883347,-0.3756770103768937,-0.5475653616230972,0.01870731458089868,-0.4304756222381469,-0.2170039393347042,-0.15386730268833676,0.021873773013931286,-0.18174609186439616,-0.6130837105273942,-0.4348006501799112
Gene_19,0.22582733569123126,-0.04801823997017402,-0.21918185857776762,0.4390849490198499,-0.3311399125179714,0.06369342268125355,0.5470834938715871,0.04225446148040157,-0.24361569924782434,-0.04907469130200093,-0.15156112729837307,0.0513095380291706,-0.12455652779729853,-0.4731747702937705,-0.6235268734283981,-0.32726082522476063,-0.32525540809123865,-0.11277426470529266,-0.3831370837257997,-0.6632666889183572
Gene_20,0.5419592724866477,-0.03442657995700968,0.054361459831690634,0.49970493906925195,-0.09271162235516675,-0.11443500699139875,0.5965971846609025,0.38173196075533367,-0.24694254530259113,0.047604364946853384,-0.19403564727406747,-0.600103159018194,-0.23044953096990023,-0.3006092199084344,-0.18848180705365308,-0.21849346668356745,-0.1885379434891738,0.15652423068728938,0.3433689390346843,-0.19977612811367207
Gene_21,0.12343072760721648,-0.23258737847144056,-0.1269827026213068,0.4976016840958522,-0.22151616147386147,-0.35469182900428897,0.3444492678037121,0.013920818022993636,0.19658601123402736,0.33909596446567947,-0.14061983610706216,0.15626990170692812,0.0880623429993339,-0.7462409136629922,-0.21285053429997836,-0.060904250035360055,-0.5112985669656184,0.05620646416186052,-0.4475308733333147,-0.7002510565934547
Gene_22,0.33424975540969804,0.34040403774267075,-0.08540695333362053,0.5695028042605217,-0.20037452624136617,-0.16766616383769337,0.3552850598044436,0.05743226480990943,-0.13113799019152023,-0.0034220102064181634,-0.08493394268777091,-0.14976654796090444,0.024799072096528284,-0.7554968058056589,-0.6328296158675764,-0.017608013607140566,-0.20366589857545095,-0.10123684918112806,-0.2525407615705181,-0.2734136857262296
Gene_23,-0.1848668103209046,0.06719274812463161,0.06178180964103841,0.5710286906410394,-0.22289784372550417,-0.43121750721765795,0.1482553570755849,0.23984740807814903,-0.08889781543618924,-0.01809531194509234,-0.011306816088263894,-0.47202293852486904,0.05937272174034692,-0.8161873133498307,-0.6478425713143416,-0.159206524509009,-0.4759320091571176,0.01736309093261708,-0.07114866081347512,-0.5390694843052172
Gene_24,0.31615266831639816,-0.26742066128287906,0.3002673970132643,0.7452226810539877,-0.5645749124424586,-0.22962013817884952,0.5891782700883255,0.18962134153727409,-0.06661314110622385,0.041970975732625274,-0.1217073503491587,-0.17085437314949295,0.3061450938017717,-0.5230999047370968,-0.44995481733886944,-0.25106165199678526,-0.4013705809148258,0.007762562214657973,-0.1935167941807039,-0.5078880065646401
Gene_25,0.20696921728265238,0.3736008693777324,0.36853150211654623,0.39170425048883933,0.1699967720157882,-0.15185616168906443,0.06613893761664663,0.0286131565623918,-0.5150006999856568,0.09246531626752766,-0.13534163200582833,0.19556853638397953,0.13797415622264275,-0.6178041791591122,-0.351594233517212,-0.6109133205738688,-0.25672642447861393,0.24844723855597556,-0.5681244718123315,-0.1949403017592016
Gene_26,0.2167135274022526,-0.12453687313151565,0.32086293465146476,0.9110475284832869,-0.03387276140530176,-0.020596969824686936,0.3818916647441686,0.06026154485291427,0.025224847528363514,-0.008448752105984059,-0.12471206039986019,-0.2352504154241004,0.1683846466190886,-0.5072516523399497,-0.30996736090233,-0.2706895385432412,-0.35782432315900137,-0.10147854337787933,-0.36126587467158555,-0.348231011791617
Gene_27,0.3004119692324402,-0.2259123551868805,0.3682277454513398,0.7280365286833977,0.01244096822773938,0.3051180754268591,0.3190060048315028,-0.01870052191641078,-0.49658636556134134,0.461976875373626,-0.008152176572927133,-0.15083586025316806,0.1285824067337743,-0.7990818828570146,-0.028324953830544564,-0.1428420223772463,-0.28197037717934853,0.23942752455832056,-0.1762053763090206,-0.37891430554476113
Gene_28,-0.009080645185692598,0.05281438107584375,0.5707114607252145,0.7259929661534031,0.24839131291087863,-0.1724842223709912,0.2758428806005012,0.20507303472594302,-0.1296973333227467,0.38160631676997914,-0.47751823378670255,0.16619113782104572,0.04098710175401235,-0.6593602873868234,-0.7198962248059434,-0.49965759314544567,-0.13921521930794417,0.10893779321626294,-0.530399402604574,-0.6827068648133107
Gene_29,0.08185730604534414,0.2923250147065232,0.1423882911574868,0.15628036629878633,-0.11939462523418966,-0.12478580103428825,-0.0656134839360969,0.2193714454423102,-0.1870292218222212,0.3020092860384731,0.2307659111453304,0.08559407983847445,0.018810943358844118,-0.7952892551456734,-0.0028033891039377368,-0.15684257196939413,-0.30106347771773784,0.0894491823565815,-0.23279027050279225,-0.45256319278537593
Gene_30,0.034281844527322525,-0.15085107859943384,0.18775590738700806,0.34822400269565457,-0.21281516895243366,-0.04895504154637478,0.42276840116804637,0.5310290164624103,-0.6710362774590881,0.38106938346028174,0.11019173065578713,-0.5543969725527069,0.0040511626537404755,-0.6482722465964976,-0.7989776886974741,-0.3242495962904669,-0.5259645051934929,0.4447282884633067,-0.08527154402687101,-0.1693800914017557
Gene_31,0.2933486587120168,-0.26728964459480126,0.089402508174253,0.5547838691679912,-0.3146715741953899,0.07235859894972346,0.42569876502059045,0.1552662572359531,0.0013496778602127002,0.25162067537299737,-0.21121854100755466,0.09214703460177256,-0.14362398405016924,-0.45079695200848663,-0.3988550981602331,-0.23059554663508985,-0.2386227316519035,-0.15594851549847843,-0.08760181881498302,-0.46067153768918523
Gene_32,0.04446964179956188,0.16832255481602248,0.05343782332165589,0.1752166976496956,-0.38157184712178155,0.05096090318437377,0.2176779741529608,0.5811892551427456,-0.5572281973572301,0.5020592867337971,-0.096821814403215,-0.15906154844515552,-0.03639513589197972,-0.4941568505269252,-0.5250022902388796,0.051974117631012506,-0.28100380636791916,0.12433455207095769,-0.34512966509913445,-0.43508023514480093
Gene_33,0.21057459968178163,-0.38351296888268055,-0.07533052299093485,0.6055617757269506,-0.03607292479141242,-0.10703775435528998,0.4774506312652961,0.29974675981820686,-0.24879425184235793,0.007107067995326843,-0.09985625682420236,-0.33539348159408344,0.1542392326127046,-0.9145007942449075,-0.3116442222887811,-0.07416676228968319,-0.252643389237552,0.2908123965676849,0.06068766623615213,-0.22081709739696134
Gene_34,-0.21916060036295928,-0.2973946836984957,0.06934284589107198,0.46212716696457434,0.03328579167682383,-0.21538984971544728,0.5111171975476331,0.07915383227520811,-0.26314587637887527,-0.11856420629385508,-0.32367195706591956,-0.4100558471943438,-0.12258596912565634,-0.36325571407577145,-0.7073551275202985,0.35779015419518634,-0.20518575592414925,0.13124142451755694,-0.444078778692606,-0.2836291345187891
Gene_35,0.03388668065581499,-0.017077327422283108,0.7063234690839667,0.4376969769774776,0.15960865284013437,-0.21087637210993165,0.4667661465528251,0.5843905458729746,-0.26623572733803913,0.5252577246751752,0.0025250792473564265,-0.25221228124993056,0.19907022928091442,-0.3794731834719934,-0.3931133573104706,-0.48273120275038306,-0.44927677126530086,0.04477047266828121,-0.2872939084763725,-0.29955669089045184
Gene_36,0.18455444609002056,-0.30854816209337566,0.2703461316314004,0.5790261059791721,0.041712077169207176,0.14591505802617022,0.6405482755619982,0.32206643459156,-0.15487545807221503,-0.16942417362740889,-0.053101664017221495,-0.09818138863845483,0.12690444890888491,-0.8293337885614013,-0.7336866578355623,0.04194431189428893,-0.3117603668716581,0.23057433925310705,-0.266743547430271,-0.4177398825014384
Gene_37,0.33667100709856934,-0.1446882359948302,0.2135307168184044,0.3644538991813991,-0.1571452579034639,-0.13207551177848204,0.51819059897896,0.13448069441317717,0.11030890933421855,-0.01615344736811139,-0.1763996366760105,-0.22766513772591204,0.3619842583405568,-0.5346731180950244,-0.3111064418601829,-0.46579833337968624,-0.2504392829264753,0.2722003589032696,-0.2559504248012784,-0.21059503538751717
Gene_38,0.04555655588329535,0.2403901976857606,0.6540861861540579,0.38434124483447574,-0.15934651669715516,0.22043580833878604,0.7896782737983599,0.125658413315219,-0.22487967919965707,0.10641109130368795,-0.4079154100505941,-0.3234493153679167,-0.12823947188060336,-0.7275435864181651,-0.5244123272312661,-0.12184331226498764,0.006250762462488291,-0.10539660836917604,-0.07554274296104649,-0.4664888792456892
Gene_39,0.1391215039728832,0.09348460808196538,-0.03023784288225198,0.5333909061592177,-0.03695557077438957,0.028249165716875663,0.531597573433781,0.7212904467280514,-0.2683903126307488,0.05656862207542586,-0.26365341312869156,-0.250814349903128,-0.05488874399149332,-0.336180767175829,-0.23337450015593886,-0.28283551752218705,-0.47032045072117284,0.188557311055863,-0.38285183151255753,-0.2971047468494853
Gene_40,0.18959885007362973,-0.3446281133508018,0.5038076016962201,0.816084491541512,-0.19280375051387805,-0.14778139907195098,0.5309369227971984,0.29712177674327767,-0.009133461245919516,0.5648089208290593,-0.17441475334254855,-0.29937837497876785,-0.2032751641330952,-0.7201700813857232,-0.5241007443286693,0.19022531393126577,-0.4073715959075614,0.13903179010636185,-0.2756918018709137,-0.18601245571097064
Gene_41,0.6544007310780942,-0.14765304493541953,0.09641867292656331,0.665741132336222,0.0661322855082615,0.2991003780624526,0.5905494817174102,0.15837200058846074,-0.02271134964202376,0.38450872919237095,0.025071128395734138,-0.0382641198496175,0.285923619387641,-0.3401249553082048,-0.2410435515464044,-0.03894428125436325,-0.33727295216369796,0.12361693706524673,-0.031105429354691877,-0.5870782445980347
Gene_42,0.22274890767795003,-0.12014705281682753,0.20005552601717125,0.7125993294438673,-0.03202619881302012,-0.06095377745352439,0.2017926164562336,0.3794811319513168,-0.011745479552270538,0.5954189577368815,-0.20058095483433885,-0.09588886053828927,0.12246541821196129,-0.2584934174446445,-0.5365344562313002,-0.11288195361822395,-0.18227003415701926,0.1315960244098538,-0.3616939455664689,-0.38487311182092593
Gene_43,0.3637405958753242,-0.24678235023356745,0.22090049625958294,0.3168847939345729,0.1687633133679677,-0.37487846804150915,0.36197947519789975,0.3056727937587768,0.1722624900663825,0.14961796086119183,-0.25006521318237834,0.23651248781704098,-0.21701409861343857,-1.0137452647213558,-0.4294724597432434,-0.26909710364281403,-0.5080958995264697,0.23594548923845282,-0.22364707990212349,-0.5365068365479331
Gene_44,-0.10704663383080912,0.13301217530467355,0.3243467970219399,0.437073784166531,0.2990813867925324,-0.2842580403499847,0.16865881046726966,0.09184880476962373,-0.14995951905158517,0.21143590294032777,-0.18727251941500467,-0.06930784676821769,-0.17771920336827857,-0.28523115258268744,-0.5339055854324236,0.05477290754533373,-0.23530426682478628,0.18562484360933895,-0.15845376660992244,-0.33414939839712443
Gene_45,0.27755879787687854,0.2243512156751309,0.23361079537050178,0.5987097084401101,-0.08819315127444613,0.21778235600514043,0.33848538424036345,0.5904185053280357,-0.1488739059093543,-0.12338700734782024,-0.11340442486158082,-0.27592925756605324,0.24071739126755506,-0.7045088692578175,-0.6067120363968658,-0.546594404961398,-0.39431059995014245,-0.3905016655472092,-0.5891877873535079,-0.27160817917172797
Gene_46,0.3061742776335362,0.04361222200563756,0.0009113328043651447,0.4473666856940116,-0.07096652023511447,-0.3019140249232627,0.7744435050056475,0.4057028768610069,-0.1850351505464184,0.16814518087469554,-0.09734874625422818,-0.5480658997559352,0.023153204965690843,-0.7103809229968991,-0.717799351732893,-0.22490631734948277,0.05568796926957742,0.22244277203198415,-0.3866430206129226,-0.3091745541293557
Gene_47,0.4288853332205702,0.14344744623119837,0.20623263541424258,0.3275216013812928,0.06939865030571721,0.008455989999595764,0.6528024886577639,0.3572647790822665,0.06906822728338141,0.0557209707636758,0.12445350528312649,-0.10019900513259712,0.48764085599486334,-0.7118216370152529,-0.17028258912085997,-0.12910410207976222,-0.43413293682321674,-0.002502967032282158,-0.33647668429522726,-0.33885792112020413
Gene_48,0.2535813435104697,-0.1562192911390712,0.1894356429780112,0.8853630286447803,0.2752626216031415,0.017023646850052268,0.4813645402858575,0.2542366840895249,-0.018138721234402286,-0.041790499963891725,-0.1905006153284077,-0.47343574084659495,0.15243330599086607,-0.44454488545679116,-0.6141126422137847,0.14611109388571478,-0.5490024687007954,-0.1986007762633819,-0.22751685894436885,-0.21427144987815652
Gene_49,0.4857997841949435,-0.1332561429251434,0.4100427281164669,0.44920726302226616,-0.10477147240516471,0.10649090041258033,0.6042284203349013,-0.08504801265097728,0.15446575416469355,0.43878628390527974,-0.26413784814564456,-0.060558219383595235,0.171394718726358,-0.5218493202325579,-0.6275363805229939,-0.3030109323599021,-0.3089601502986162,0.3288200036304551,-0.16368719173747676,-0.49781397681780865
Gene_50,0.3033539880330387,-0.6111878144773706,0.42405970150462846,0.10896620116678762,-0.1427342006976272,-0.29417506600998294,0.2148275495080363,0.4623957762215765,-0.2343825560428639,0.23206878942193254,-0.1484094236195755,-0.044310760626452755,0.0879530596818613,-0.8305825182350532,-0.3182219858644818,-0.26743757540455426,-0.6151657158322774,0.008651167585399647,0.027744735470498938,-0.2536467619778888
Gene_51,0.07928381902179794,-0.11133083121504117,0.1299795511867312,0.8722585536345757,0.006141078029309882,0.015767242353459776,0.6798205354585859,0.2779882505511753,-0.19265074494462625,0.12349804325879374,-0.15334555972655148,-0.14716337337304536,0.21811459019720622,-0.5635948962358794,-0.37094733431079396,-0.18482957479400824,-0.288122298037109,-0.3053659371278394,-0.08914168771586695,-0.3543934152209889
Gene_52,0.3486162678753002,-0.6207303659900933,0.6119815023863533,0.42899103129137284,0.15139055093050252,-0.2782222725098603,0.5963186256647314,0.019547306111141388,-0.26559610791964666,0.5455742838491466,-0.177161787996408,-0.09623235143513248,0.2466022276075611,-0.47484769580281844,-0.48739156872519457,-0.0956940582790467,0.17683378094732793,0.08275044037186507,-0.23218741331336973,-0.21356023119906503
Gene_53,0.3701194324949666,0.19592677076072065,0.32205260583604467,0.22830797437631084,0.25644029404321844,-0.29951016568849176,0.5342909377000241,0.07937524874200103,-0.15366998509908414,0.22852049513648548,-0.07475386475368406,-0.0553347752240201,0.3953309352815397,-0.4832772130945434,-0.5663066768120396,0.024131174885379664,-0.06595523831539898,-0.15124736324881632,-0.15292720868639165,-0.28345656193840774
Gene_54,0.0895015452313714,0.23366207231096853,0.16429544402370239,0.48202424761671603,-0.10486037727377472,-0.06712527756846065,0.25450882727317703,-0.05777975777298627,0.17805869686450887,-0.006624256587876187,-0.3373037777350001,-0.57039694879182,-0.05520366806809021,-0.838602032078839,-0.18907231772663602,0.03327715909623505,-0.44147940513587186,0.544761360847444,-0.07605412525804439,-0.48865738710231194
Gene_55,-0.3508668970713449,0.41670922416679296,-0.08360793192251148,0.12782920753102917,0.13426807398492727,0.4177093941831004,0.750618408354321,0.34301224275634457,-0.021891447447428422,0.3334511248318509,0.012760410113614368,-0.0834806412772019,0.09342890226018545,-0.5865026989772438,-0.6682682675272451,-0.22482127414564662,-0.6424406989394043,0.07460627441963218,-0.4701254440865468,-0.6444089738437416
Gene_56,0.1849930761340655,0.23692116691756449,0.37796988263067033,0.14280883619777213,-0.2681716397310683,0.11791315051288903,0.2772663659445555,0.18530378874646772,-0.03083189597557523,-0.030900877896937684,-0.1179502066145467,-0.40652402505471796,-0.0476848473204325,-0.510027686568832,-0.8360740964602438,-0.08059131118021198,-0.30777689588566337,0.20477219066201172,-0.22762439584343097,-0.15086302440581856
Gene_57,0.17405914643295123,-0.127360398576406,0.2187660620366645,0.5655685627296851,-0.060473998351859924,-0.06212274884397768,0.3333655070908663,0.097650235235683,-0.42136337014042435,0.5126833617131773,-0.3877979549219957,-0.2782999656302585,-0.07109277164402925,-0.39499919800845107,-0.5764652854123155,0.08086215576245498,-0.4385474609491008,0.15007303222334256,-0.4394766333083147,0.0053387151540902344
Gene_58,-0.08850543790253279,0.020484851694050107,0.3210619376166275,0.5396687764127073,-0.10730354419254245,-0.09620522703143938,0.48252613904803937,0.2008300184201749,0.051933507578496324,0.6048726133940596,-0.2505236648453054,-0.4136795219868926,0.05493227179955927,-0.05804220586647568,-0.6782102633478561,0.1591371023165217,0.03169082671496104,-0.016443448563016758,-0.15861060681930816,-0.09801178577487979
Gene_59,0.07318869770587236,-0.08219536237182776,0.077970378640479,0.25395761078383416,-0.2001015214302022,-0.3150291404372055,0.48058053830406267,0.07623577253414426,-0.09408513342233607,-0.1484111161649361,-0.07284926140084726,0.026986866250707897,-0.3261584470444809,-0.4991727594278249,-0.2719415512592514,-0.4106144625105329,0.03066514126721359,0.17807800165179122,-0.413409593808045,-0.43484492593212865
Gene_60,0.2606796284077143,-0.026278212068873097,0.3020577599194816,0.2727742383065343,-0.03637384760978519,-0.35298398646575024,0.45151863238247736,0.04944889045291467,-0.28794830429843893,0.4099866481178769,0.07923671627511514,-0.01789130188964165,-0.14587387146470557,-0.6372657633362997,-0.27485580975807317,-0.14034287604431084,0.16001657189601176,0.17293776765745655,-0.23399739935835692,-0.48551440324108774
Gene_61,0.17572242685982625,-0.07197325762746418,0.33592829676792585,0.6482494202813244,-0.2274439045185907,-0.3364876777963097,0.10652277003155808,0.3318286841283814,-0.36151563701526035,-0.2678101055147072,-0.061309586937545846,0.3588809774154811,0.07137449916183157,-0.406285918507011,-0.5011094780443969,-0.18846418941052032,-0.12003403950277339,0.03621929094085189,-0.21892875984198265,-0.3593515491613847
Gene_62,0.015396155174760034,0.15692917955594918,0.15931461009112602,0.30575992502383864,0.03705595629707992,-0.24993468344296163,0.4794000761260431,0.22840661941703191,0.07633679738583002,0.25770765965177994,-0.14403069959276746,0.023834333768980365,0.35063019127327294,-0.46242201212696693,-0.5154048257852337,-0.43105350524232366,-0.5168720687154016,0.03322925890764863,-0.3943096630882199,-0.46108537099767666
Gene_63,0.1603442308827912,0.06445926051999076,0.1802068058183895,0.5542092856876479,-0.057351129454976744,-0.4653344003555284,0.2858967658884666,0.20141290760154953,-0.38278126434870713,0.2827537590750303,0.16712485862500082,0.10403344426838629,0.02990010728376863,-0.2758388460273489,-0.48774185831348754,-0.23610345299589966,-0.42652986880851507,0.03378026248095649,-0.350042586364609,-0.3896078659254899
Gene_64,0.18112904211334271,-0.0408700863206725,0.2816941953794777,0.6950382118796758,0.11966481467126397,-0.3672206807747349,-0.03702038232817351,0.4170944009937274,-0.4142180554635698,0.11781493269725268,-0.3730479130556106,-0.500115013587081,0.18088122711076784,-0.42215304133681,-0.6327774298992538,-0.6868947172012738,-0.41309822575082367,0.17263500085909145,-0.5681895364111891,-0.38701912644475633
Gene_65,0.14595227606877068,0.07437900956886229,0.2182226351130384,0.2622951687460965,0.16906828791589748,-0.10194700169014817,0.46830293675023105,0.04357682693123341,-0.2294987660187877,-0.014192529729590814,-0.17361451982842327,0.20262276995739165,-0.20179154711646102,-0.8966963529726877,-0.22324128425518813,-0.21055099420266501,-0.4376638838323104,0.30225513725779746,-0.3935303306037361,-0.05848916769120016
Gene_66,0.28459942017122364,-0.13906157198049593,0.6257682040833085,0.3357659723217399,0.0781730619848606,-0.01038257100345577,0.734112102531977,0.5425326580912432,-0.1344414859673323,0.012084439006552677,-0.047030879255915384,-0.27526200002149825,0.47526613097513487,-0.5466770071807919,-0.5905396600163316,-0.13175019759931011,-0.5732745940062665,-0.10004860792354815,-0.03232444106747817,-0.5550699661948666
Gene_67,-0.06036795063301814,0.06585126015410184,0.43144739236280716,0.6006996190554209,0.1289635247441625,-0.2216001047986463,0.1894017113038487,0.53049714913697,-0.20537828354891277,0.11260140978477992,0.12661352052607294,-0.028472924190945062,0.16376623588613176,-0.14098360441712254,-0.6461789958299384,0.016881766843955648,-0.2924467111209102,0.14799265555123353,0.0332864626261431,-0.3221239591426627
Gene_68,0.2566734617132964,0.17302217711060505,0.12131601552163068,0.2890670234546063,-0.2792078512212075,-0.4635124049599545,0.8850052706402819,0.009588745601535997,-0.18509304049764003,0.10740535309800525,-0.07754396828191853,0.023428516436782315,0.2446833791417593,-0.6905995611111271,-0.5508996925111922,-0.11217026867463187,-0.3535875613370365,0.4157433149825807,-0.17421223232871297,-0.2767155531906239
Gene_69,0.28159049963685234,0.1932154811457096,0.23051087317094915,0.19754256733123826,0.00969157793352754,-0.20051246584311996,0.3680405083022661,0.3475032224968913,0.10681429850624152,0.16702232842300171,-0.07725870532394591,0.20072406285597055,0.12073931736752389,-0.05364745056126041,-0.404373420627601,-0.5208388106034554,-0.1531810118794206,0.17050587675513773,-0.01445667183981414,-0.28905484014659577
Gene_70,0.12132304910661502,-0.28633893760922857,0.1525019099730027,0.28680486608054756,-0.18635070237794532,0.047474593799367776,0.8077447455224986,0.30916472471046885,-0.3800189281875225,0.25168854671981755,0.10030098948539157,-0.2616755069349535,0.04578524813522669,-0.5710464344514999,-0.6744550123703579,-0.03903017200351999,-0.3280389658218834,0.1781806885599877,-0.4499056582167833,-0.5111827704652695
